Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,Edition Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,76,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Chris Wolf,,257,Manatawny,,,,2026-07-20T16:33:03.042Z,4:33 PM
4,77,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Elena Conway,,242,Revere,,,,2026-07-20T16:33:03.120Z,4:33 PM
4,78,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,John del Re,,557,New Farewell,,,,2026-07-20T16:33:03.197Z,4:33 PM
4,79,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Landon Peer,,413,Buffam Falls,,,,2026-07-20T16:33:03.265Z,4:33 PM
4,80,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,John del Re,,366,Bremen,,,,2026-07-20T16:33:03.320Z,4:33 PM
4,81,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Cheri Neilson,,355,Torrington,,,,2026-07-20T16:33:03.405Z,4:33 PM
4,82,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Adrienne Robertson,,256,Northampton,,,,2026-07-20T16:33:03.505Z,4:33 PM
4,83,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Nora Miller,,562,Mournful Joy,,,,2026-07-20T16:33:03.564Z,4:33 PM
4,84,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Clare Chapin,,563,Suffield,,,,2026-07-20T16:33:03.624Z,4:33 PM
4,85,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Lindsey Falbo,,507,Woodlands,,,,2026-07-20T16:33:03.699Z,4:33 PM
4,86,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,SHM2025,SHM2025,Matt Ference,,161,Southminster,,,,2026-07-20T16:33:03.855Z,4:33 PM
4,87,song,,0kuqgnwh,,,James River Convention,2025-11-01,"St. Giles Presbyterian Church, Richmond, Virginia",McEver Dugan,Adrienne Robertson,Jordan Albright,Lois Badey,Pat Temple and Matt Robertson,Sandra Polaski,Sandra Polaski,OTHER,,Evan Herr,,,Gratitude — Amos F. Herr,,Closing prayer offered by Sandra Polaski,,2026-07-20T16:33:03.918Z,4:33 PM
4,88,metadata,,,meta.books,"The Sacred Harp: 2025 Edition, The Shenandoah Harmony, and other sources",,,,,,,,,,,,,,,,,,,,,
4,89,metadata,,,meta.suiteVersion,1.0.0-beta.32,,,,,,,,,,,,,,,,,,,,,
4,90,metadata,,,nameMap.chriswolfelenaconway,Chris Wolf and Elena Conway,,,,,,,,,,,,,,,,,,,,,
4,91,metadata,,,nameMap.markmumfordadriennerobertson,Mark Mumford and Adrienne Robertson,,,,,,,,,,,,,,,,,,,,,
4,92,metadata,,,nameMap.theanomavroidismattference,Theano Mavroidis and Matt Ference,,,,,,,,,,,,,,,,,,,,,
4,93,metadata,,,lists.sick,"Blake Morris
Robert Greenberg
Jamie Agins
Roxanne Greenbert",,,,,,,,,,,,,,,,,,,,,
4,94,metadata,,,lists.deceased,"Buell Cobb (Alabama)
Mike Hinton (Texas)
Hank Schutz (Virginia)",,,,,,,,,,,,,,,,,,,,,
