Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,SingLoud Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,1,session,"Thursday, June 15",skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,,2026-07-20T16:34:30.782Z,4:34 PM
4,2,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Buell Cobb,,31b,,,Called the class to order; Tom Owen led the morning prayer,,2026-07-20T16:34:30.800Z,4:34 PM
4,3,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mark Davis,,61,,,,,2026-07-20T16:34:30.820Z,4:34 PM
4,4,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kathy Williams,,539,,,,,2026-07-20T16:34:30.839Z,4:34 PM
4,5,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mike Hinton,,373,,,,,2026-07-20T16:34:30.863Z,4:34 PM
4,6,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,John Redman,,236,,,,,2026-07-20T16:34:30.885Z,4:34 PM
4,7,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Don Bowen,,99,,,,,2026-07-20T16:34:30.904Z,4:34 PM
4,8,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry Guthery,,39b,,,,,2026-07-20T16:34:30.928Z,4:34 PM
4,9,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Latisha Crocker,,490,,,,,2026-07-20T16:34:30.959Z,4:34 PM
4,10,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,J.L. Hopper,,198,,,,,2026-07-20T16:34:30.996Z,4:34 PM
4,11,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kathy Robinson,,546,,,,,2026-07-20T16:34:31.033Z,4:34 PM
4,12,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ottis Sides,,75,,,,,2026-07-20T16:34:31.052Z,4:34 PM
4,13,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Sherry Guthery,,340,,,,,2026-07-20T16:34:31.080Z,4:34 PM
4,14,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Frank Hataway,,565,,,,,2026-07-20T16:34:31.106Z,4:34 PM
4,15,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Kathleen Robbins,,535,,,,,2026-07-20T16:34:31.161Z,4:34 PM
4,16,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Donald Smith,,35,,,,,2026-07-20T16:34:31.202Z,4:34 PM
4,17,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Gaston White,,159,,,,,2026-07-20T16:34:31.252Z,4:34 PM
4,18,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry Johnson,,418,,,,,2026-07-20T16:34:31.309Z,4:34 PM
4,19,marker,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,RECESS,2026-07-20T16:34:31.338Z,4:34 PM
4,20,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry Guthery,,88t,,Call Back,Called the class back to order,,2026-07-20T16:34:31.376Z,4:34 PM
4,21,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Steven Schmidgall,,496,,,,,2026-07-20T16:34:31.428Z,4:34 PM
4,22,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Sheri Taylor,,84,,,,,2026-07-20T16:34:31.475Z,4:34 PM
4,23,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Willie Mae Moon,,217,,,,,2026-07-20T16:34:31.509Z,4:34 PM
4,24,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Judy Caudle,,234,,,,,2026-07-20T16:34:31.548Z,4:34 PM
4,25,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Odom Hawkins,,147t,,,,,2026-07-20T16:34:31.627Z,4:34 PM
4,26,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Betty Shaver,,454,,,,,2026-07-20T16:34:31.659Z,4:34 PM
4,27,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Bill Hogan,,207,,,,,2026-07-20T16:34:31.703Z,4:34 PM
4,28,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Pauline Childers,,384,,,,,2026-07-20T16:34:31.757Z,4:34 PM
4,29,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Bob Bonnell,,503,,,,,2026-07-20T16:34:31.802Z,4:34 PM
4,30,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Flarce Creel,,475,,,,,2026-07-20T16:34:31.855Z,4:34 PM
4,31,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,"Freeman Wootten, Jewell Wootten",Freeman Wootten and Jewell Wootten,82t,,,,,2026-07-20T16:34:31.897Z,4:34 PM
4,32,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Gene Wakefield,,284,,,,,2026-07-20T16:34:31.940Z,4:34 PM
4,33,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,"Wanda Capps, Shelley Capps",Wanda Capps and Shelley Capps,73t,,,,,2026-07-20T16:34:31.987Z,4:34 PM
4,34,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Edward Howton,,436,,,,,2026-07-20T16:34:32.023Z,4:34 PM
4,35,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Edith Tate,,532,,,,,2026-07-20T16:34:32.061Z,4:34 PM
4,36,marker,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,RECESS,2026-07-20T16:34:32.123Z,4:34 PM
4,37,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cindy Franklin,,269,,Call Back,"Business session: officers and committees confirmed for the year (Chairman—Buell Cobb; Vice Chairman—Mark Davis; Chaplain—Tom Owen; Secretary—Kathy Williams, all already serving) — Arranging—Catherine Oss, Rosemary Greenaway, Cindy Franklin; Finance—Don Bowen, John Redman; Resolutions—Richard Mauldin, Sharona Nelson; Memorial—Lee Rogers, Mike Hinton",,2026-07-20T16:34:32.163Z,4:34 PM
4,38,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Travis Keeton,,270,,,,,2026-07-20T16:34:32.207Z,4:34 PM
4,39,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Linda Sides,,480,,,,,2026-07-20T16:34:32.254Z,4:34 PM
4,40,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mary Alice Wakefield,,63,,,,,2026-07-20T16:34:32.300Z,4:34 PM
4,41,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Ginnie Prater,,186,,,,,2026-07-20T16:34:32.358Z,4:34 PM
4,42,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cassie Franklin,,216,,,,,2026-07-20T16:34:32.413Z,4:34 PM
4,43,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Tim Eriksen,,277,,,,,2026-07-20T16:34:32.450Z,4:34 PM
4,44,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Louise Holland,,58,,,,,2026-07-20T16:34:32.507Z,4:34 PM
4,45,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Floy Wilder,,183,,,,,2026-07-20T16:34:32.560Z,4:34 PM
4,46,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Sarah Coates,,224,,,,,2026-07-20T16:34:32.609Z,4:34 PM
4,47,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Warren Steel,,556,,,,,2026-07-20T16:34:32.665Z,4:34 PM
4,48,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,LaRue Allen,,280,,,,,2026-07-20T16:34:32.720Z,4:34 PM
4,49,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cathryn Baker,,472,,,,,2026-07-20T16:34:32.877Z,4:34 PM
4,50,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Reed Coates,,222,,,,,2026-07-20T16:34:32.942Z,4:34 PM
4,51,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry McGuire,,365,,,,,2026-07-20T16:34:33.000Z,4:34 PM
4,52,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Coy Ivey,,298,,,,,2026-07-20T16:34:33.050Z,4:34 PM
4,53,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Nancy Van Den Akker,,223,,,,,2026-07-20T16:34:33.125Z,4:34 PM
4,54,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Mike Grimes,,49b,,,,,2026-07-20T16:34:33.179Z,4:34 PM
4,55,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Janet Fraembs,,448t,,,,,2026-07-20T16:34:33.233Z,4:34 PM
4,56,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Richard Schmeidler,,474,,,,,2026-07-20T16:34:33.286Z,4:34 PM
4,57,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Cheryl Foreman,,209,,,,,2026-07-20T16:34:33.358Z,4:34 PM
4,58,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Bradford West,,27,,,,,2026-07-20T16:34:33.406Z,4:34 PM
4,59,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Beth Todd,,290,,,Tom Owen led the prayer before lunch,,2026-07-20T16:34:33.468Z,4:34 PM
4,60,marker,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,,,,,,,LUNCH,2026-07-20T16:34:33.551Z,4:34 PM
4,61,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Catherine Oss,,318,,Call Back,Called the class back together,,2026-07-20T16:34:33.613Z,4:34 PM
4,62,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Charlene Wallace,,548,,,,,2026-07-20T16:34:33.670Z,4:34 PM
4,63,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Rosemary Greenaway,,163b,,,,,2026-07-20T16:34:33.733Z,4:34 PM
4,64,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Tom Owen,,528,,,,,2026-07-20T16:34:33.804Z,4:34 PM
4,65,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Lee Rogers,,196,,,,,2026-07-20T16:34:33.856Z,4:34 PM
4,66,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Richard Mauldin,,36b,,,,,2026-07-20T16:34:33.942Z,4:34 PM
4,67,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Joe Todd,,455,,,,,2026-07-20T16:34:34.013Z,4:34 PM
4,68,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Carroll Lunsford,,390,,,,,2026-07-20T16:34:34.067Z,4:34 PM
4,69,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,John Merritt,,499,,,,,2026-07-20T16:34:34.221Z,4:34 PM
4,70,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Linda Thomas,,33b,,,,,2026-07-20T16:34:34.272Z,4:34 PM
4,71,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,OTHER,,Becky Briggs,,,Page 354 (top or bottom uncertain in original minutes),,Original minutes note page 354 with both t/b linked; which half isn't specified,,2026-07-20T16:34:34.348Z,4:34 PM
4,72,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Elsie Beasley,,322,,,,,2026-07-20T16:34:34.407Z,4:34 PM
4,73,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Elsie Beasley,,460,,,,,2026-07-20T16:34:34.483Z,4:34 PM
4,74,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Henry Zittrouer,,127,,,,,2026-07-20T16:34:34.554Z,4:34 PM
4,75,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Uel Freeman,,146,,,,,2026-07-20T16:34:34.622Z,4:34 PM
4,76,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Curtis Owen,,176b,,,,,2026-07-20T16:34:34.679Z,4:34 PM
4,77,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Christie Allen,,398,,,,,2026-07-20T16:34:34.766Z,4:34 PM
4,78,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Helen Brown,,210,,,,,2026-07-20T16:34:34.852Z,4:34 PM
4,79,song,,skjsg9vv,,,National Sacred Harp Convention,2000-06-15,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Phill Wisor,,74b,,,,,2026-07-20T16:34:34.944Z,4:34 PM
