Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,SingLoud Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,248,marker,,fs3ma9nc,,,National Sacred Harp Convention,2000-06-17,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,,,Committee Chairs,,,,,"Business session: Finance Committee (Don Bowen, John Redman) reported all expenses covered. Resolutions Committee (Sharona Nelson, Richard K. Mauldin Jr.) gave thanks to the Creator, to those who prepared food and rooms, to officers and committees, to Trinity United Methodist Church, and to all who attended in person or in spirit; resolved to meet again next year. Secretary's Report (Kathy Williams): 429 people from 25 states, Washington D.C., and England registered over the three days; 115 leaders led 237 songs. By state/country: Alabama 276, Georgia 27, Tennessee 16, Massachusetts 14, Texas 13, Florida 9, North Carolina 8, Mississippi 8, Kentucky 8, Illinois 8, Minnesota 6, California 5, Wisconsin 5, New York 4, Rhode Island 4, Indiana 3, England 3, Washington DC 2, Ohio 2, Connecticut 1, Arizona 1, Oregon 1, New Jersey 1, Maryland 1, Washington 1, South Carolina 1, Louisiana 1. A motion was made and carried that the reports be accepted and added to the minutes. The business session was closed.",BUSINESS MEETING,2026-07-20T16:34:59.442Z,4:34 PM
4,249,song,,fs3ma9nc,,,National Sacred Harp Convention,2000-06-17,"Trinity United Methodist Church, Birmingham, Alabama",Buell Cobb,Mark Davis,Kathy Williams,,"Catherine Oss, Rosemary Greenaway, Cindy Franklin",Tom Owen,,SHM1991,SHM,Officers,,62,,,"Closing song as the singers took the parting hand to close the convention; Chaplain Tom Owen led the closing prayer Following the singing, a large group of singers made the traditional trip to Alabama Folk Life Festival's City Stages to present a program of Sacred Harp music.",,2026-07-20T16:34:59.846Z,4:34 PM
4,250,metadata,,,meta.ordinal,twenty-first,,,,,,,,,,,,,,,,,,,,,
4,251,metadata,,,meta.books,The Sacred Harp: 1991 Edition and other sources,,,,,,,,,,,,,,,,,,,,,
4,252,metadata,,,meta.suiteVersion,1.0.0-beta.15,,,,,,,,,,,,,,,,,,,,,
4,253,metadata,,,nameMap.freemanwoottenjewellwootten,Freeman Wootten and Jewell Wootten,,,,,,,,,,,,,,,,,,,,,
4,254,metadata,,,nameMap.wandacappsshelleycapps,Wanda Capps and Shelley Capps,,,,,,,,,,,,,,,,,,,,,
4,255,metadata,,,nameMap.buellcobbmarkdavis,Buell Cobb and Mark Davis,,,,,,,,,,,,,,,,,,,,,
4,256,metadata,,,nameMap.jimcrawfordcarolcrawford,Jim Crawford and Carol Crawford,,,,,,,,,,,,,,,,,,,,,
4,257,metadata,,,nameMap.nategreennormagreen,Nate Green and Norma Green,,,,,,,,,,,,,,,,,,,,,
4,258,metadata,,,nameMap.tommygeorgejarrodgeorge,Tommy George and Jarrod George,,,,,,,,,,,,,,,,,,,,,
4,259,metadata,,,lists.deceased,"Homer Brothers, Virgil Phillips, Alice Williams, Everette Kilgo, Williard Hooper, James Theo Grayson, Ester Wall Brown, Antoinette Swetman, Dr. Clyde Terrell, Dot Long — Alabama
Dollie DeLong Hudgins, Allene Lambert Stanford, Lizzie Ralston — Georgia
Alice Kuiper — Illinois
Susan Hildreth, Vivian Roberts — North Carolina
Duward Scarbrough, Ruby Easley, Neeva Dee Mayes — Mississippi
Patrick Waddell — California
Martin Ambrose — Kentucky
Chris Randgaard — Minnesota
Karen House, Karen Hamilton — New York
Catherine Dorsey — Ohio
Ed Craig — Texas
Tommie Lee Frederick Wigington — Virginia
Leslie Wragg — United Kingdom",,,,,,,,,,,,,,,,,,,,,
4,260,metadata,,,lists.memremarks,"Lee Rogers made opening remarks, recalling singers who had died in the past year and reflecting on how each had shaped the tradition. Kelly House spoke in memory of her sister, Karen House, and how much the Sacred Harp community had meant to them both. Mike Hinton reflected on the significance of the hollow square in Sacred Harp tradition, and on the singers being remembered this year.",,,,,,,,,,,,,,,,,,,,,
