Schema Version,Order of entry,Record Type,Session Label,Session ID,Metadata Field,Metadata Value,Event,Date,Location,Chair,Vice-Chair,Secretary,Treasurer,Arranger(s),Chaplain,Memorial Lesson Leader,Book,Edition Code,Leader(s),Canonical Leader(s),Page,Song,Tag,Notes,Marker,Timestamp ISO,Time entered
4,103,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Laura Clawson,,510,,,,,2026-07-20T16:29:06.003Z,4:29 PM
4,104,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Seth Holloway,,79,,,,,2026-07-20T16:29:06.086Z,4:29 PM
4,105,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,OTHER,,Juanita Heyerman,,,Page 24 (top/bottom uncertain in original minutes; also not found in this book's current index),,,,2026-07-20T16:29:06.155Z,4:29 PM
4,106,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Ginnie Ely,,397,,,,,2026-07-20T16:29:06.226Z,4:29 PM
4,107,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Jessica Holland,,117,,,,,2026-07-20T16:29:06.304Z,4:29 PM
4,108,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Richard DeLong,,542,,,,,2026-07-20T16:29:06.375Z,4:29 PM
4,109,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Paula Whiting,,497,,,,,2026-07-20T16:29:06.455Z,4:29 PM
4,110,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Gina Balestracci,,112,,,,,2026-07-20T16:29:06.533Z,4:29 PM
4,111,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Bob Parr,,272,,,,,2026-07-20T16:29:06.697Z,4:29 PM
4,112,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Tim Eriksen,,55,,,,,2026-07-20T16:29:06.776Z,4:29 PM
4,113,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Barbara Swetman,,277,,,,,2026-07-20T16:29:06.856Z,4:29 PM
4,114,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Allen Fannin,,70b,,,,,2026-07-20T16:29:06.941Z,4:29 PM
4,115,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Bobbie Goodell,,81t,,,,,2026-07-20T16:29:07.017Z,4:29 PM
4,116,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Greg Freemon,,70t,,,,,2026-07-20T16:29:07.095Z,4:29 PM
4,117,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,OTHER,,Holly Laws,,,Page 47 (top or bottom uncertain in original minutes),,,,2026-07-20T16:29:07.166Z,4:29 PM
4,118,marker,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,,,Convention Officers,,,,,"The Convention went into a business session to hear committee reports. Treasurer Jeff Colby reported that due to generous giving over the two days, expenses were met with sufficient funds to advance the next convention. Paul and Sharon Gauthier — Finance Committee. Resolutions Committee report (Karen House and Bradford West): thanks to the Welcoming Committee (Shana Norberg and others); Bread and Circus grocery for its donation; Jim Desmond for posting signs; the Food Committee headed by Laura Clawson (with special thanks to Dan and Mary Ann Clawson for heating and carrying food); everyone who brought food; the Finance Committee (Paul and Sharon Gauthier); the Housing Committee (Cath Oss and Inga Knets); the Arranging Committee (Kelly House, Lynne deBenedette, Max Berueffy, Anna Maria Nygren, Karen House); the Chaplains (Eliza Cavanaugh, Ruth Hooke, George Seiler, Richard DeLong); Publicity (Peter Irvine and Allison Schofield); local media (Bonnie Wells of the Amherst Bulletin, John Stifler of the Hampshire Gazette, Mark Anderson of the Valley Advocate, Rose Sinclair of the Greenfield Recorder, Marla Zippay, and WGBY); the Convention officers (Tim Eriksen, Cath Oss, Jeff Colby, Kelly House); Northampton Center for the Arts and Kinard Montgomery; recording engineer Jim Hemingway; Ruth and Richard Hooke for hosting the Amherst sing in their home for many years; and Richard DeLong for his memorable singing school. Resolutions Committee: Karen House and Bradford West. Secretary's Report (Kelly House): 257 people from 13 states registered over the two days; 63 leaders were called; 128 songs were sung. The business session was closed.",BUSINESS MEETING,2026-07-20T16:29:07.240Z,4:29 PM
4,119,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Tim Eriksen,,68b,,,,,2026-07-20T16:29:07.319Z,4:29 PM
4,120,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Bradford West,,39t,,,,,2026-07-20T16:29:07.401Z,4:29 PM
4,121,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Jack Goodell,,228,,,,,2026-07-20T16:29:07.474Z,4:29 PM
4,122,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Jodi Seidenstein,,87,,,,,2026-07-20T16:29:07.633Z,4:29 PM
4,123,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,John Redman,,236,,,,,2026-07-20T16:29:07.710Z,4:29 PM
4,124,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Kelly House,,385t,,,,,2026-07-20T16:29:07.797Z,4:29 PM
4,125,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Anne Kazlauskas,,95,,,,,2026-07-20T16:29:07.882Z,4:29 PM
4,126,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Aaron Kahn,,198,,,,,2026-07-20T16:29:07.972Z,4:29 PM
4,127,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Roland Hutchinson,,473,,,,,2026-07-20T16:29:08.058Z,4:29 PM
4,128,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Paula McGray,,300,,,,,2026-07-20T16:29:08.137Z,4:29 PM
4,129,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Eliza Cavanaugh,,155,,,,,2026-07-20T16:29:08.237Z,4:29 PM
4,130,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Adrian Mariano,,481,,,,,2026-07-20T16:29:08.336Z,4:29 PM
4,131,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Dan Hertzler,,285t,,,,,2026-07-20T16:29:08.427Z,4:29 PM
4,132,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,L.H. Spencer,,216,,,,,2026-07-20T16:29:08.585Z,4:29 PM
4,133,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Karen Freund,,76b,,,,,2026-07-20T16:29:08.686Z,4:29 PM
4,134,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Tim Eriksen,,370,,,,,2026-07-20T16:29:08.773Z,4:29 PM
4,135,song,,l3qe40c5,,,Western Massachusetts Sacred Harp Convention,1999-03-14,"Northampton Center for the Arts, Northampton, Massachusetts",Tim Eriksen,Cath Oss,Kelly House,,,,,SHM1991,SHM1991,Tim Eriksen,,62,,,,,2026-07-20T16:29:08.875Z,4:29 PM
4,136,metadata,,,meta.ordinal,first,,,,,,,,,,,,,,,,,,,,,
4,137,metadata,,,meta.books,The Sacred Harp: 1991 Edition and other sources,,,,,,,,,,,,,,,,,,,,,
4,138,metadata,,,meta.suiteVersion,1.0.0-beta.32,,,,,,,,,,,,,,,,,,,,,
4,139,metadata,,,meta.openingStyle,B,,,,,,,,,,,,,,,,,,,,,
4,140,metadata,,,lists.sick,"Ursula Woodfield
Margaret Bornick
Dot Garber
Paul Leblanc
Ben Hertzler
Dinah Breunig. The memorial was closed",,,,,,,,,,,,,,,,,,,,,
4,141,metadata,,,lists.deceased,"Mae Seymour, Maude Keeton, Mary Ramsey Berueffy — Alabama
S. Rodman Irvine — California
Horace DeLong — Georgia
Wilma Vernon, Donna Summerfield — Illinois
Cameron Forbes, Anna Timmerman — Massachusetts
Grace Bizzell, Billy Johnson — North Carolina
Edna Lundgren — Pennsylvania
Shirley Green, Mary Hulburt — Virginia
Evadne McNeil — Wisconsin",,,,,,,,,,,,,,,,,,,,,
4,142,metadata,,,lists.memremarks,"Kelly House spoke of how Sacred Harp singing is sustained by love, and how each of these individuals contributed to Sacred Harp through the love they shared.",,,,,,,,,,,,,,,,,,,,,
